Bin Id	Completeness	Contamination	Strain heterogeneity	# unique markers (of 43)	# multi-copy	Insertion branch UID	Taxonomy (contained)	Taxonomy (sister lineage)	GC	Genome size (Mbp)	Gene count	Coding density	Sample
ERR675531_maxbin_21_sub	98.18	12.08	8.7	38	5	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	50.196057870299995	3.32073	3085	0.909886681543	ERR675531
ERR675531_maxbin_23	91.95	2.3	0.0	41	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	48.897482715900004	4.666929	4077	0.884117585676	ERR675531
ERR675531_maxbin_24_sub	2.04	0.0	0.0	3	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	44.85625929890001	0.65271	753	0.901305327021	ERR675531
ERR675531_metabat_02	97.96	0.0	0.0	43	0	UID3058	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae	g__Akkermansia;s__Akkermansia_muciniphila	55.6243890103	2.740553	2321	0.885188865167	ERR675531
ERR675531_metabat_03	95.4	1.26	0.0	43	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	51.321076506400004	3.861593	3369	0.890695368466	ERR675531
ERR675531_metabat_04	98.87	0.75	50.0	43	0	UID2789	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_vulgatus	unresolved	41.800816816	4.55337	3715	0.899494001146	ERR675531
ERR675531_metabat_05_sub	0.0	0.0	0.0	0	0			unresolved	44.3906007414	0.324155	316	0.8594993136	ERR675531
ERR675531_metabat_07	87.9	0.0	0.0	42	0	UID2806	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter	s__Odoribacter_splanchnicus	41.7096278578	2.836578	2454	0.911809934365	ERR675531
ERR675531_metabat_08	95.4	1.15	0.0	43	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	44.9242936394	3.670845	3510	0.8902042990100001	ERR675531
ERR675531_metabat_09	96.43	0.48	0.0	43	0	UID2617	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Rikenellaceae;g__Alistipes	48.4037633842	2.63615	2221	0.905020199913	ERR675531
ERR675531_metabat_11	96.02	2.76	0.0	42	0	UID1327	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	f__Peptostreptococcaceae;g__Clostridium;s__	43.528758378999996	3.4445620000000003	3299	0.874233066497	ERR675531
ERR675531_metabat_12	79.32	3.82	0.0	36	1	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	47.5769801826	4.258977	4244	0.896441563314	ERR675531
ERR675531_metabat_13	88.8	2.39	0.0	42	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	52.2240910897	3.0865669999999996	2835	0.8870158982459999	ERR675531
ERR675531_metabat_14	97.99	0.34	0.0	43	0	UID1234	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	f__Peptostreptococcaceae;g__Clostridium;s__Clostridium_leptum	38.5383396678	1.899168	1849	0.915634635798	ERR675531
ERR675531_metabat_16	96.09	1.18	0.0	24	0	UID3256	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	unresolved	40.8234983363	1.9924680000000001	1797	0.900962524869	ERR675531
ERR675531_metabat_17	81.73	0.96	0.0	43	0	UID2652	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides	s__Parabacteroides_gordonii	43.3415588528	4.7162	4314	0.897665493406	ERR675531
ERR675531_metabat_18_sub	60.27	6.94	22.22	24	6	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	49.3192787128	4.1873569999999996	4394	0.8722007700799999	ERR675531
ERR675531_metabat_19_sub	49.67	6.21	7.14	10	0	UID1230	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter_valericigenes	56.41991965	2.606003	3018	0.879365065965	ERR675531
ERR675531_metabat_22_sub	0.0	0.0	0.0	0	0			unresolved	52.7991423269	0.295127	360	0.851314857671	ERR675531
ERR675531_metabat_23	49.94	2.74	16.67	10	0	UID1230	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter_valericigenes	61.8805804914	2.041785	2373	0.874327120632	ERR675531
ERR675531_metabat_24	76.46	2.27	0.0	34	0	UID1328	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	unresolved	47.408562349600004	2.266293	2319	0.8998099539640001	ERR675531
ERR675531_metabat_25_sub	6.22	0.0	0.0	5	0	UID1295	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	unresolved	50.1588877504	0.851367	980	0.8884100511299999	ERR675531
ERR675531_metabat_26_sub	32.63	2.35	12.5	13	11	UID1230	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter_valericigenes	62.264908408800004	0.9851270000000001	1140	0.896368691549	ERR675531
ERR675531_metabat_27_sub	0.88	0.0	0.0	1	0	UID1341	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnobacterium	f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_rectale	46.517582894200004	0.168419	172	0.8601939211130001	ERR675531
ERR675531_metabat_28_sub	30.17	3.45	66.67	4	0	UID3848	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Anaplasmataceae	g__Neorickettsia	62.2575766817	1.282939	1620	0.887036718036	ERR675531
ERR675531_metabat_29_sub	4.17	0.0	0.0	0	0			unresolved	50.5255625002	0.36798600000000004	434	0.850983461327	ERR675531
ERR675531_metabat_30	59.12	0.47	0.0	38	0	UID2379	k__Bacteria;p__Tenericutes;c__Mollicutes;o__Erysipelotrichales;f__Erysipelotrichaceae	p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Clostridium;s__Clostridium_spiroforme	31.2287916616	1.010853	956	0.921066663501	ERR675531
ERR675531_metabat_31	23.15	0.0	0.0	34	0	UID2329	k__Bacteria	p__Tenericutes;c__Mollicutes	30.6051782482	0.292981	317	0.929947675788	ERR675531
ERR675531_metabat_34_sub	4.17	0.0	0.0	0	0			unresolved	51.0795771525	0.35120500000000004	454	0.852094930311	ERR675531
ERR675531_metabat_35_sub	9.95	0.0	0.0	5	0	UID1230	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter_valericigenes	62.292496786	0.39266100000000004	495	0.876137431525	ERR675531
ERR675531_metabat_36_sub	0.0	0.0	0.0	0	0			unresolved	54.897750431400006	0.128462	174	0.844638881537	ERR675531
ERR675531_metabat_37	31.98	0.16	0.0	9	0	UID1338	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia	s__Roseburia_hominis	51.3543373399	1.203539	1346	0.9014331899510001	ERR675531
ERR675531_metabat_38	21.38	0.13	0.0	11	0	UID1236	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	g__Anaerotruncus;s__Anaerotruncus_colihominis	58.9642422978	0.836195	1050	0.877236768935	ERR675531
ERR675531_metabat_39_sub	0.0	0.0	0.0	0	0			unresolved	63.2025450689	0.021712000000000002	25	0.8510501105380001	ERR675531
ERR675531_metabat_40_sub	6.25	0.0	0.0	0	0			unresolved	45.789235245	0.183626	202	0.9218847004240001	ERR675531
ERR675531_metabat_41	16.25	0.1	0.0	24	2	UID3189	k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae	unresolved	34.6648226489	0.357744	396	0.929265061049	ERR675531
ERR675531_metabat_42_sub	0.0	0.0	0.0	0	0			unresolved	47.8662082288	0.356482	425	0.903852087903	ERR675531
ERR675532_maxbin_02_sub	57.68	12.03	14.29	28	7	UID1256	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	unresolved	48.9708235952	2.526759	2969	0.901915061943	ERR675532
ERR675532_maxbin_03_sub	95.86	1.18	0.0	20	0	UID3256	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	unresolved	41.0265790031	1.9333509999999998	1762	0.902289858386	ERR675532
ERR675532_maxbin_04_sub	81.65	1.36	22.22	37	6	UID2808	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	57.3465060204	1.820385	1736	0.880385193242	ERR675532
ERR675532_maxbin_05_sub	0.0	0.0	0.0	0	0			unresolved	54.4639109408	0.10994000000000001	126	0.893805712207	ERR675532
ERR675532_maxbin_06_sub	18.49	0.0	0.0	23	0	UID2379	k__Bacteria;p__Tenericutes;c__Mollicutes;o__Erysipelotrichales;f__Erysipelotrichaceae	g__Coprobacillus	32.4697057126	0.7123659999999999	740	0.89831210361	ERR675532
ERR675532_maxbin_09_sub	8.33	0.0	0.0	0	0			unresolved	47.6964034264	0.409656	448	0.867847657547	ERR675532
ERR675532_maxbin_10_sub	4.17	0.0	0.0	0	0			unresolved	39.3086243763	1.326994	1572	0.874539749238	ERR675532
ERR675532_maxbin_11_sub	36.73	5.97	0.0	20	2	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	51.7091960895	1.807104	2086	0.901125779147	ERR675532
ERR675532_maxbin_12_sub	12.12	0.16	0.0	9	1	UID1247	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Lachnospiraceae;g__Cellulosilyticum;s__Cellulosilyticum_lentocellum	51.823368799499995	0.816301	1024	0.8959219699600001	ERR675532
ERR675532_maxbin_13_sub	0.0	0.0	0.0	0	0			unresolved	44.6770961267	0.652204	723	0.8586347216519999	ERR675532
ERR675532_maxbin_15_sub	12.3	0.0	0.0	5	0	UID1231	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	58.5245204071	0.564451	586	0.9201666752299998	ERR675532
ERR675532_maxbin_16_sub	0.0	0.0	0.0	0	0			unresolved	61.2034957097	0.126444	189	0.8686454082439999	ERR675532
ERR675532_maxbin_17_sub	2.08	1.04	0.0	0	0			unresolved	57.6534787883	1.24929	1453	0.899509321294	ERR675532
ERR675532_maxbin_21_sub	5.85	0.59	100.0	23	0	UID3256	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	unresolved	40.775903255	1.126608	1219	0.8464141919820001	ERR675532
ERR675532_maxbin_22	96.43	1.9	0.0	43	0	UID2617	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Rikenellaceae;g__Alistipes	49.2413563388	3.507679	3246	0.894143677343	ERR675532
ERR675532_maxbin_23_sub	3.68	0.0	0.0	4	0	UID2691	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	s__Bacteroides_thetaiotaomicron	44.2884308816	0.776459	894	0.911647620802	ERR675532
ERR675532_maxbin_24_sub	52.54	3.04	20.0	12	4	UID1230	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter_valericigenes	64.1778258879	1.633682	1720	0.889195694144	ERR675532
ERR675532_metabat_01	95.61	0.57	0.0	43	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	48.510963520299995	4.864326	4259	0.884295172651	ERR675532
ERR675532_metabat_02	97.74	0.75	50.0	43	0	UID2789	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_vulgatus	unresolved	41.8800267539	4.391532	3579	0.899536881435	ERR675532
ERR675532_metabat_03	99.43	0.76	0.0	43	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	51.365549683299996	3.851457	3344	0.8930339868780001	ERR675532
ERR675532_metabat_04	94.25	0.57	0.0	43	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	45.219722347200005	3.5801269999999996	3409	0.8892826986310001	ERR675532
ERR675532_metabat_06	95.11	0.48	0.0	40	0	UID1328	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	unresolved	44.497570924399994	3.49166	3283	0.897816224947	ERR675532
ERR675532_metabat_07	91.94	0.54	0.0	43	0	UID2806	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter	s__Odoribacter_splanchnicus	41.6851979317	2.697637	2322	0.912140514087	ERR675532
ERR675532_metabat_08_sub	91.23	9.94	77.78	16	16	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	49.445445069799995	4.8883209999999995	4605	0.8726466612970001	ERR675532
ERR675532_metabat_09	85.46	1.41	0.0	41	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	52.0304063409	3.008306	2751	0.886281847658	ERR675532
ERR675532_metabat_10_sub	90.27	4.82	33.33	41	2	UID1230	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter_valericigenes	57.108801578400005	3.20778	3215	0.879389796058	ERR675532
ERR675532_metabat_11	98.01	0.52	0.0	35	0	UID540	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae_3;g__Lactobacillus_3	f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_animalis	40.197947623699996	1.880416	1868	0.887600935112	ERR675532
ERR675532_metabat_12	94.82	1.53	0.0	42	0	UID1327	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	f__Peptostreptococcaceae;g__Clostridium;s__	43.772614214899995	3.2120990000000003	3080	0.8769057242630001	ERR675532
ERR675532_metabat_14	81.98	0.58	0.0	38	0	UID2652	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides	s__Parabacteroides_gordonii	43.466495153800004	4.814831	4317	0.9076044413600001	ERR675532
ERR675532_metabat_16_sub	59.57	2.63	0.0	9	1	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	49.680482223199995	3.8796660000000003	3795	0.874554665273	ERR675532
ERR675532_metabat_17_sub	80.89	8.31	0.0	23	11	UID1231	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	59.4499405408	3.7138440000000004	3921	0.8825079890270001	ERR675532
ERR675532_metabat_19	75.68	3.69	0.0	34	0	UID1236	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	g__Anaerotruncus;s__Anaerotruncus_colihominis	59.189047490600004	2.284045	2556	0.872360220574	ERR675532
ERR675532_metabat_21_sub	37.16	1.75	0.0	9	0	UID1278	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Dorea;s__Dorea_longicatena	46.88451377729999	1.6190360000000001	1802	0.9061083261890001	ERR675532
ERR675532_metabat_22	79.1	3.35	25.0	43	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	54.8826455751	4.848528	4987	0.8699782696930001	ERR675532
ERR675532_metabat_23_sub	89.16	0.5	0.0	37	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	49.9205725608	2.22906	2135	0.9112096578829999	ERR675532
ERR675532_metabat_25_sub	17.24	0.0	0.0	5	0	UID1230	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter_valericigenes	61.470096132200005	0.678571	819	0.864202861602	ERR675532
ERR675532_metabat_26_sub	43.6	0.0	0.0	15	0	UID1338	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia	s__Roseburia_hominis	51.6245119699	1.3794440000000001	1549	0.899555183103	ERR675532
ERR675532_metabat_28	47.27	0.0	0.0	33	0	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	62.2291239595	0.927306	949	0.860226289919	ERR675532
ERR675532_metabat_29	38.43	2.59	100.0	5	0	UID1231	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	58.7915058128	2.178718	2684	0.8745041808990001	ERR675532
ERR675532_metabat_31	73.22	0.86	0.0	41	0	UID3189	k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae	unresolved	32.9748350214	1.362054	1365	0.935933523928	ERR675532
ERR675532_metabat_33_sub	0.0	0.0	0.0	0	0			unresolved	56.6205935304	0.034609	42	0.948886127886	ERR675532
ERR675532_metabat_34	16.83	0.0	0.0	4	0	UID1327	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	f__Peptostreptococcaceae;g__Clostridium;s__	47.1643087213	0.619202	692	0.9133368432269999	ERR675532
ERR675532_metabat_35_sub	10.53	0.0	0.0	1	0	UID1328	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Pseudobutyrivibrio;s__Pseudobutyrivibrio_ruminis	48.516606303500005	0.534896	652	0.874115715952	ERR675532
ERR675532_metabat_36_sub	0.7	0.0	0.0	1	0	UID2379	k__Bacteria;p__Tenericutes;c__Mollicutes;o__Erysipelotrichales;f__Erysipelotrichaceae	p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Clostridium;s__Clostridium_spiroforme	36.0018836826	0.012740999999999999	23	0.9427046542659999	ERR675532
